,Predicted
560,12
561,11
562,13
563,25
564,18
565,17
566,4
567,23
568,25
569,8
570,0
571,16
572,0
573,18
574,12
575,0
576,11
577,8
578,12
579,21
580,12
581,21
582,21
583,14
584,25
585,21
586,12
587,23
588,21
589,12
590,12
591,18
592,1
593,1
594,1
595,12
596,7
597,13
598,22
599,10
600,10
601,24
602,12
603,7
604,18
605,1
606,21
607,12
608,11
609,19
610,12
611,18
612,6
613,18
614,5
615,22
616,23
617,19
618,23
619,7
620,2
621,22
622,0
623,9
624,7
625,4
626,22
627,7
628,18
629,22
630,8
631,20
632,14
633,3
634,6
635,24
636,3
637,17
638,21
639,24
640,0
641,7
642,23
643,13
644,24
645,21
646,24
647,9
648,18
649,0
650,23
651,14
652,12
653,13
654,23
655,9
656,21
657,19
658,25
659,17
660,7
661,22
662,4
663,0
664,8
665,23
666,7
667,23
668,22
669,13
670,18
671,12
672,0
673,22
674,16
675,22
676,25
677,19
678,4
679,0
680,7
681,11
682,8
683,21
684,13
685,12
686,0
687,20
688,21
689,25
690,19
691,9
692,12
693,1
694,1
695,12
696,22
697,23
698,16
699,14
700,21
701,3
702,2
703,7
704,8
705,15
706,0
707,7
708,23
709,24
710,24
711,17
712,4
713,21
714,23
715,12
716,12
717,2
718,18
719,12
720,0
721,12
722,6
723,8
724,4
725,0
726,8
727,0
728,12
729,24
730,22
731,21
732,5
733,19
734,22
735,24
736,23
737,5
738,25
739,11
740,23
741,21
742,1
743,12
744,21
745,0
746,13
747,13
748,25
749,8
750,15
751,14
752,4
753,12
754,16
755,13
756,20
757,16
758,12
759,18
760,19
761,12
762,15
763,22
764,2
765,22
766,10
767,5
768,14
769,18
770,25
771,24
772,22
773,14
774,0
775,18
776,18
777,7
778,21
779,7
780,11
781,8
782,18
783,24
784,19
785,4
786,11
787,3
788,18
789,24
790,1
791,16
792,12
793,24
794,24
795,0
796,7
797,0
798,7
799,12
800,22
801,16
802,15
803,20
804,6
805,18
806,12
807,0
808,9
809,1
810,13
811,16
812,11
813,21
814,18
815,6
816,12
817,11
818,15
819,12
820,22
821,13
822,13
823,12
824,0
825,13
826,24
827,12
828,18
829,12
830,12
831,19
832,2
833,22
834,7
835,23
836,8
837,22
838,19
839,0
840,25
841,25
842,6
843,12
844,13
845,0
846,9
847,14
848,17
849,13
850,21
851,18
852,23
853,7
854,19
855,12
856,21
857,7
858,10
859,24
860,10
861,12
862,7
863,0
864,13
865,22
866,15
867,7
868,24
869,22
870,23
871,0
872,0
873,21
874,21
875,0
876,14
877,18
878,9
879,21
880,0
881,8
882,22
883,8
884,8
885,4
886,8
887,19
888,24
889,22
890,0
891,16
892,8
893,8
894,12
895,12
896,24
897,11
898,24
899,23
900,20
901,0
902,14
903,6
904,2
905,8
906,24
907,0
908,12
909,25
910,22
911,21
912,12
913,24
914,25
915,15
916,15
917,1
918,12
919,18
920,17
921,13
922,24
923,20
924,14
925,7
926,18
927,0
928,14
929,7
930,0
931,11
932,1
933,8
934,12
935,18
936,12
937,18
938,15
939,14
940,12
941,8
942,11
943,7
944,8
945,20
946,20
947,18
948,20
949,11
950,8
951,18
952,14
953,12
954,7
955,11
956,8
957,3
958,14
959,17
960,0
961,18
962,10
963,9
964,22
965,13
966,14
967,13
968,18
969,9
970,21
971,17
972,16
973,15
974,22
975,23
976,22
977,12
978,0
979,7
980,17
981,8
982,21
983,11
984,18
985,8
986,22
987,1
988,6
989,23
990,21
991,12
992,12
993,21
994,18
995,18
996,15
997,18
998,21
999,18
1000,20
1001,23
1002,7
1003,0
1004,21
1005,15
1006,19
1007,24
1008,18
1009,25
1010,12
1011,0
1012,15
1013,23
1014,13
1015,12
1016,20
1017,24
1018,23
1019,21
1020,0
1021,12
1022,3
1023,22
1024,7
1025,9
1026,14
1027,4
1028,7
1029,8
1030,12
1031,0
1032,0
1033,14
1034,18
1035,3
1036,7
1037,23
1038,0
1039,13
1040,12
1041,14
1042,12
1043,15
1044,17
1045,2
1046,18
1047,12
1048,24
1049,8
1050,12
1051,10
1052,10
1053,20
1054,0
1055,25
1056,12
1057,23
1058,18
1059,17
1060,4
1061,12
1062,0
1063,25
1064,15
1065,18
1066,23
1067,5
1068,9
1069,12
1070,6
1071,8
1072,22
1073,0
1074,0
1075,11
1076,0
1077,21
1078,7
1079,9
1080,0
1081,4
1082,1
1083,19
1084,21
1085,8
1086,12
1087,15
1088,20
1089,13
1090,18
1091,24
1092,0
1093,21
1094,25
1095,20
1096,18
1097,1
1098,24
1099,12
1100,14
1101,21
1102,0
1103,5
1104,1
1105,23
1106,9
1107,8
1108,14
1109,20
1110,25
1111,22
1112,12
1113,3
1114,20
1115,12
1116,21
1117,23
1118,11
1119,6
1120,0
1121,22
1122,0
1123,14
1124,11
1125,23
1126,22
1127,7
1128,13
1129,12
1130,9
1131,10
1132,12
1133,22
1134,1
1135,15
1136,23
1137,23
1138,12
1139,19
1140,24
1141,7
1142,8
1143,8
1144,2
1145,22
1146,12
1147,7
1148,24
1149,3
1150,12
1151,16
1152,7
1153,18
1154,13
1155,6
1156,14
1157,12
1158,0
1159,17
1160,0
1161,23
1162,14
1163,15
1164,0
1165,20
1166,21
1167,14
1168,2
1169,23
1170,14
1171,2
1172,18
1173,11
1174,23
1175,16
1176,12
1177,23
1178,16
1179,20
1180,9
1181,23
1182,11
1183,22
1184,11
1185,18
1186,24
1187,0
1188,4
1189,18
1190,1
1191,13
1192,11
1193,0
1194,16
1195,15
1196,7
1197,23
1198,8
1199,5
1200,24
1201,15
1202,11
1203,9
1204,6
1205,25
1206,13
1207,21
1208,16
1209,21
1210,4
1211,13
1212,15
1213,22
1214,18
1215,8
1216,4
1217,21
1218,12
1219,14
1220,1
1221,0
1222,21
1223,10
1224,7
1225,22
1226,1
1227,0
1228,0
1229,22
1230,1
1231,13
1232,20
1233,12
1234,11
1235,20
1236,17
1237,24
1238,23
1239,8
1240,10
1241,7
1242,13
1243,12
1244,13
1245,0
1246,23
1247,13
1248,18
1249,0
1250,24
1251,23
1252,19
1253,7
1254,24
1255,20
1256,18
1257,11
1258,25
1259,0
1260,9
1261,8
1262,8
1263,11
1264,20
1265,0
1266,15
1267,7
1268,22
1269,22
1270,24
1271,12
1272,0
1273,21
1274,17
1275,16
1276,13
1277,20
1278,20
1279,4
1280,7
1281,23
1282,21
1283,13
1284,0
1285,12
1286,12
1287,22
1288,19
1289,10
1290,18
1291,24
1292,13
1293,12
1294,20
1295,24
1296,10
1297,22
1298,12
1299,1
1300,6
1301,5
1302,24
1303,12
1304,7
1305,7
1306,5
1307,1
1308,7
1309,12
1310,9
1311,12
1312,22
1313,17
1314,7
1315,15
1316,25
1317,8
1318,14
1319,0
1320,9
1321,12
1322,5
1323,0
1324,15
1325,6
1326,11
1327,8
1328,9
1329,8
1330,19
1331,13
1332,1
1333,25
1334,12
1335,12
1336,0
1337,23
1338,8
1339,22
1340,12
1341,12
1342,8
1343,18
1344,24
1345,19
1346,8
1347,18
1348,0
1349,21
1350,13
1351,23
1352,9
1353,13
1354,23
1355,3
1356,7
1357,18
1358,24
1359,8
1360,13
1361,8
1362,8
1363,14
1364,17
1365,8
1366,1
1367,18
1368,24
1369,13
1370,22
1371,17
1372,10
1373,24
1374,2
1375,24
1376,20
1377,8
1378,11
1379,9
1380,11
1381,0
1382,1
1383,25
1384,9
1385,20
1386,0
1387,18
1388,20
1389,19
1390,16
1391,0
1392,12
1393,17
1394,25
1395,0
1396,25
1397,11
1398,12
1399,9
1400,22
1401,8
1402,14
1403,24
1404,10
1405,0
1406,0
1407,11
1408,4
1409,12
1410,25
1411,23
1412,14
1413,18
1414,23
1415,14
1416,21
1417,12
1418,23
1419,0
1420,8
1421,22
1422,22
1423,18
1424,18
1425,23
1426,8
1427,12
1428,21
1429,14
1430,0
1431,25
1432,22
1433,7
1434,22
1435,21
1436,21
1437,25
1438,9
1439,14
1440,18
1441,12
1442,12
1443,23
1444,16
1445,3
1446,18
1447,11
1448,9
1449,12
1450,25
1451,24
1452,23
1453,23
1454,4
1455,18
1456,16
1457,12
1458,24
1459,12
1460,23
1461,9
1462,2
1463,12
1464,21
1465,11
1466,15
1467,0
1468,13
1469,18
1470,12
1471,0
1472,15
1473,15
1474,7
1475,12
1476,10
1477,14
1478,22
1479,21
1480,20
1481,23
1482,8
1483,10
1484,9
1485,11
1486,24
1487,23
1488,25
1489,13
1490,0
1491,23
1492,1
1493,12
1494,14
1495,24
1496,22
1497,18
1498,12
1499,13
1500,0
1501,1
1502,7
1503,20
1504,14
1505,0
1506,6
1507,13
1508,12
1509,24
1510,17
1511,23
1512,13
1513,5
1514,2
1515,11
1516,22
1517,20
1518,14
1519,23
1520,21
1521,0
1522,18
1523,12
1524,9
1525,14
1526,18
1527,0
1528,11
1529,12
1530,2
1531,5
1532,11
1533,22
1534,0
1535,22
1536,13
1537,18
1538,11
1539,13
1540,8
1541,24
1542,16
1543,13
1544,17
1545,12
1546,18
1547,0
1548,24
1549,19
1550,24
1551,5
1552,21
1553,10
1554,21
1555,6
1556,12
1557,24
1558,7
1559,25
